universidad,estado_fuente,url_altillo,url_oficial,pagina_fuente
(El Lago),Bajacalifornia,https://www.altillo.com/universidades/mexico/de/bajacalifornia/Centro_de_Estudios_Superiores_del_Noroeste.asp,,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
(UPV),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_Pedagogica_Veracruzana_UPV.asp,http://www.sev.gob.mx/upv/,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Academia de Animación y Arte Secuencial,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Academia_de_Animacion_y_Arte_Secuencial.asp,,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Academia de Arte y Diseno (AADAC),Coahuila,https://www.altillo.com/universidades/mexico/de/coahuila/Academia_de_Arte_y_Diseno_AADAC.asp,http://www.aadac.com.mx,https://www.altillo.com/universidades/mexico/de/coahuila.asp
Academia de Música Fermatta,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Academia_de_Musica_Fermatta.asp,http://www.fermatta.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Academia de Música Fermatta,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Academia_de_Musica_Fermatta.asp,http://www.fermatta.edu.mx,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Acai para la Formación y El Desarrollo,Morelos,https://www.altillo.com/universidades/mexico/de/morelos/Acai_para_la_Formacion_y_el_desarrollo.asp,http://www.acai.edu.mx,https://www.altillo.com/universidades/mexico/de/morelos.asp
Anaxagoras,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Anaxagoras.asp,,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Angelópolis Centro Universitario del Valle de Atlixco (CUVA),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Angelopolis_Centro_Universitario_del_Valle_de_Atlixco_CUVA.asp,http://www.angelopoliscuva.com,https://www.altillo.com/universidades/mexico/de/puebla.asp
Angloamericano Centro Universitario,Quintanaroo,https://www.altillo.com/universidades/mexico/de/quintanaroo/Angloamericano_Centro_Universitario.asp,,https://www.altillo.com/universidades/mexico/de/quintanaroo.asp
Angloamericano Grupo Educativo,Michoacan,https://www.altillo.com/universidades/mexico/de/estadodemexico/Angloamericano_Grupo_Educativo.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2786,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Arte A.C. Instituto de Estudios Superiores de Diseño,Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Arte_A_C_Instituto_de_Estudios_Superiores_de_Diseno.asp,,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
AS Media Centro de Formación Profesional,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/AS_Media_Centro_de_Formacion_Profesional.asp,http://www.asmedia.edu.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Asociacion Civil Escuela de Derecho de la Ciudad de Veracruz,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Asociacion_Civil_escuela_de_derecho_de_la_Ciudad_de_Veracruz.asp,,https://www.altillo.com/universidades/mexico/de/veracruz.asp
"Asociación Educativa Ropa, A. C.",Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Asociacion_Educativa_Ropa_A_C.asp,,https://www.altillo.com/universidades/mexico/de/queretaro.asp
Atenas Estudios Superiores,Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Atenas_Estudios_Superiores.asp,http://www.atenas.edu.mx/inicio/,https://www.altillo.com/universidades/mexico/de/queretaro.asp
"Ateneo de en Ciencias Jurídicas, Políticas y Administrativas",Tamaulipas,"https://www.altillo.com/universidades/mexico/de/tamaulipas/Ateneo_de_en_Ciencias_Juridicas,_Politicas_y_Administrativas.asp",,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Ateneo de Tlalnepantla,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Ateneo_de_Tlalnepantla.asp,http://www.ateneodetlalnepantla.edu.mx/,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Ateneo Universitario en Humanidades y Ciencias de la Salud,Hidalgo,https://www.altillo.com/universidades/mexico/de/hidalgo/Ateneo_Universitario_en_Humanidades_y_Ciencias_de_la_Salud_Plantel.asp,,https://www.altillo.com/universidades/mexico/de/hidalgo.asp
Ateneo Universitario en Humanidades y Ciencias de la Salud,Oaxaca,https://www.altillo.com/universidades/mexico/de/oaxaca/Ateneo_Universitario_en_Humanidades_y_Ciencias_de_la_Salud.asp,http://www.ateneouniversitario.edu.mx/#!oaxaca/c1r15,https://www.altillo.com/universidades/mexico/de/oaxaca.asp
Ateneo Universitario En Humanidades y Ciencias de La Salud,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Ateneo_Universitario_En_Humanidades_y_Ciencias_de_La_Salud.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Ateneo Zacatecano de Estudios Superiores,Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Ateneo_Zacatecano_de_Estudios_Superiores.asp,,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Aula Virtual de Estudios Superiores y Educación Continua de Jalisco,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Aula_VirtuaL_de_Estudios_Superiores_y_Educacion_Continua_de_Jalisco.asp,http://www.aulavirtualmx.com,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Benemérita Escuela Normal de Coahuila,Coahuila,https://www.altillo.com/universidades/mexico/de/coahuila/Benemerita_Escuela_Normal_de_Coahuila.asp,http://www.benc.sepc.edu.mx/,https://www.altillo.com/universidades/mexico/de/coahuila.asp
Benemérita Escuela Normal Educadora Rosaura Zapata,Bajacalifornia,https://www.altillo.com/universidades/mexico/de/bajacalifornia/Benemerita_Escuela_Normal_Educadora_Rosaura_Zapata.asp,https://datamexico.org/es/profile/institution/benemerita-escuela-normal-educadora-rosaura-zapata,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
Benemérita Escuela Normal Manuel Ávila Camacho (BENMAC),Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Benemerita_Escuela_Normal_Manuel_Avila_Camacho_BENMAC.asp,https://benmac.edu.mx,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
"Benemérita Escuela Normal Urbana ""Domingo Carballo Félix"" (BENU)",Bajacaliforniasur,https://www.altillo.com/universidades/mexico/de/bajacaliforniasur/Benemerita_Escuela_Normal_Urbana_Domingo_Carballo_Felix_BENU.asp,http://www.benu.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_bcs_lapaz.asp
Benemérita Escuela Normal Urbana Federal Fronteriza de Mexicali,Bajacalifornia,https://www.altillo.com/universidades/mexico/de/bajacalifornia/Benemerita_Escuela_Normal_Urbana_Federal_Fronteriza_de_Mexicali.asp,https://www.benuff.com,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
Benemérita Escuela Normal Urbana Profr. Domingo Carballo Félix,Bajacaliforniasur,https://www.altillo.com/universidades/mexico/de/bajacaliforniasur/Benemerita_Escuela_Normal_Urbana_Profr_Domingo_Carballo_Felix.asp,https://www.benu.edu.mx/,https://www.altillo.com/universidades/mexico/de/bajacaliforniasur.asp
Benemérita Universidad Autónoma de Puebla (BUAP),Puebla,https://www.altillo.com/universidades/mexico/Universidad_Autonoma_de_Puebla.asp,http://www.buap.mx,https://www.altillo.com/universidades/mexico/de/puebla.asp
Benemérita y Centenaria Escuela Normal de Jalisco,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Benemerita_y_Centenaria_Escuela_Normal_de_Jalisco.asp,https://sites.google.com/bycenj.edu.mx/bycenj/inicio,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Benemérita y Centenaria Escuela Normal del Estado de Durango,Durango,https://www.altillo.com/universidades/mexico/Benemerita_y_Centenaria_Escuela_Normal_del_Estado_de_Durango.asp,http://www.bycened.mx/,https://www.altillo.com/universidades/mexico/de/durango.asp
Benemérita y Centenaria Escuela Normal del Estado de Sonora Prof. Jesús Manuel Bustamante Mungarro (ByCENES),Sonora,https://www.altillo.com/universidades/mexico/Benemerita_y_Centenaria_Escuela_Normal_del_Estado_de_Sonora_Prof_Jesus_Manuel_Bustamante_Mungarro_ByCENES.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2476,https://www.altillo.com/universidades/mexico/de/sonora.asp
Benemérita y Centenaria Escuela Normal Oficial de Guanajuato,Guanajuato,https://www.altillo.com/universidades/mexico/Benemerita_y_Centenaria_Escuela_Normal_Oficial_de_Guanajuato.asp,https://bcenog.edu.mx/,https://www.altillo.com/universidades/mexico/de/guanajuato.asp
Campo Escuela San José,Quintanaroo,https://www.altillo.com/universidades/mexico/de/quintanaroo/Campo_Escuela_San_Jose.asp,http://www.campoescuelasanjose.edu.mx,https://www.altillo.com/universidades/mexico/de/quintanaroo.asp
Campus Universitario Interamericano,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Centro_Universitario_Interamericano.asp,http://www.cuni.edu.mx,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Campus Universitario Siglo XXI,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Campus_Universitario_Siglo_XXI.asp,http://www.cusxxi.edu.mx/,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Capacitación de Occidente,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Capacitacion_de_Occidente.asp,http://www.cdmmexico.com.mx/,https://www.altillo.com/universidades/mexico/de/jalisco.asp
CENIJUR,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Cenijur.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Centenaria y Benemérita Escuela Normal del Estado de Querétaro,Queretaro,https://www.altillo.com/universidades/mexico/Centenaria_y_Benemerita_Escuela_Normal_del_Estado_de_Queretaro.asp,https://www.cbeneq.edu.mx/,https://www.altillo.com/universidades/mexico/de/queretaro.asp
Centro Académico Bicentenario (CAB - UNAM),Hidalgo,https://www.altillo.com/universidades/mexico/de/hidalgo/Centro_Academico_Bicentenario_CAB_UNAM.asp,,https://www.altillo.com/universidades/mexico/de/hidalgo.asp
Centro Académico y de Investigación de la Tributación Fiscal,Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Centro_Academico_y_de_Investigacion_de_La_Tributacion_Fiscal.asp,,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Centro Americano Cultural de Estudios Superiores,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Centro_Americano_Cultural_de_Estudios_Superiores.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Centro Americano de Estudios Superiores,Campeche,https://www.altillo.com/universidades/mexico/de/campeche/Centro_Americano_de_Estudios_Superiores.asp,,https://www.altillo.com/universidades/mexico/de/campeche.asp
Centro Anglo Americano de Guadalajara,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_Anglo_Americano_de_Guadalajara.asp,https://www.angloamericanogdl.edu.mx,https://www.altillo.com/universidades/mexico/de/jalisco.asp
"Centro Avanzado de Comunicación ""Eulalio Ferrer""",Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_Avanzado_de_Comunicacion_Eulalio_Ferrer.asp,,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Centro Avanzado de Comunicación Eulalio Ferrer,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Centro_Avanzado_de_Comunicacion_Eulalio_Ferrer.asp,https://www.gicom.com.mx/gicom-cadec/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Centro Chihuahuense de Estudios de Posgrado (CCEP),Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Centro_Chihuahuense_de_Estudios_de_Posgrado_CCEP.asp,http://www.cchep.edu.mx/,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Centro Chihuahuense De Estudios De Postgrado,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Centro_Chihuahuense_De_Estudios_De_Postgrado.asp,http://www.cchep.edu.mx,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Centro Cultural de las Artes Escénicas Contemporáneas (CAEC),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Centro_Cultural_de_las_Artes_escenicas_Contemporaneas_CAEC.asp,https://es-es.facebook.com/pages/CAEC-CENTRO-CULTURAL-DE-LAS-ARTES-ESCÉNICAS-CONTEMPORANEAS/216976231679740?sk=wall&filter=12,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Centro Cultural Europeo de Estudios Universitarios de Hidalgo,Hidalgo,https://www.altillo.com/universidades/mexico/de/hidalgo/Centro_Cultural_Europeo_de_Estudios_Univesitarios_de_Hidalgo.asp,,https://www.altillo.com/universidades/mexico/de/hidalgo.asp
Centro Cultural Itaca,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Centro_Cultural_Itaca.asp,https://i.edu.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Centro Cultural Universitario,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Centro_Cultural_Universitario_de_Cd_Camargo.asp,http://www.ccu.mx,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Centro Cultural Universitario Nueva Vizcaya,Morelos,https://www.altillo.com/universidades/mexico/de/morelos/Centro_Cultural_Universitario_Nueva_Vizcaya.asp,http://www.ccunv.edu.mx,https://www.altillo.com/universidades/mexico/de/morelos.asp
"Centro Cultural Universitario, Ciudad Juárez",Chihuahua,https://www.altillo.com/universidades/mexico/de/distritofederal/Centro_Cultural_Universitario_Ciudad_Juarez.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2327,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Centro de Actualización del Magisterio,Aguascalientes,https://www.altillo.com/universidades/mexico/Centro_de_Actualizacion_del_Magisterio.asp,https://camags.webcindario.com/,https://www.altillo.com/universidades/mexico/de/aguascalientes.asp
Centro de Actualización del Magisterio,Campeche,https://www.altillo.com/universidades/mexico/de/campeche/Centro_de_Actualizacion_del_Magisterio_Campeche.asp,http://www.camags.webcindario.com,https://www.altillo.com/universidades/mexico/de/campeche.asp
Centro de Actualización del Magisterio,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Centro_de_Actualizacion_del_Magisterio.asp,http://sic.gob.mx/ficha.php?table=universidad&table_id=2040,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Centro de Actualización del Magisterio,Quintanaroo,https://www.altillo.com/universidades/mexico/de/quintanaroo/Centro_de_Actualizacion_del_Magisterio.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2253,https://www.altillo.com/universidades/mexico/de/quintanaroo.asp
Centro de Actualización del Magisterio,Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Centro_de_Actualizacion_del_Magisterio.asp,http://camlm.edu.mx/,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Centro de Actualización del Magisterio,Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Centro_de_Actualizacion_del_Magisterio.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2278,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Centro de Actualización del Magisterio,Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Centro_de_Actualizacion_del_Magisterio_Victoria.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2277,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Centro de Actualización del Magisterio Chihuahua,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Centro_de_Actualizacion_del_Magisterio_Chihuahua.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2048,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Centro de Actualización del Magisterio Ciudad Juárez,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Centro_de_Actualizacion_del_Magisterio_Ciudad_Juarez.asp,https://camcdjuarez.com/moodle310/,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Centro de Actualización del Magisterio de Querétaro,Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Centro_de_Actualizacion_del_Magisterio_de_Queretaro.asp,http://camqro.edu.mx/,https://www.altillo.com/universidades/mexico/de/queretaro.asp
Centro de Actualización del Magisterio de Tlaxcala,Tlaxcala,https://www.altillo.com/universidades/mexico/de/tlaxcala/Centro_de_Actualizacion_del_Magisterio_de_Tlaxcala.asp,http://camtlaxcala.septlaxcala.gob.mx/,https://www.altillo.com/universidades/mexico/de/tlaxcala.asp
Centro de Actualización del Magisterio en Zacatecas,Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Centro_de_Actualizacion_del_Magisterio_en_Zacatecas.asp,https://camzac.edu.mx,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Centro de Actualización del Magisterio Morelos,Morelos,https://www.altillo.com/universidades/mexico/Centro_de_Actualizacion_del_Magisterio_Morelos.asp,http://sic.gob.mx/ficha.php?table=universidad&table_id=2192,https://www.altillo.com/universidades/mexico/de/morelos.asp
Centro de Actualización y Posgrado,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Centro_de_Actualizacion_y_Posgrado.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Centro de Actualización y Superación Académica en Estomatología (CASAE),Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Centro_de_Actualizacion_y_Superacion_Academica_en_Estomatologia_CASAE.asp,https://casae.edu.mx/web/,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Centro de Altos Estudios Pedagógicos y Educativos de S.L.P. (CAEPE),Sanluispotosi,https://www.altillo.com/universidades/mexico/de/sanluispotosi/Centro_de_Altos_Estudios_Pedagogicos_y_Educativos_de_SLP_CAEPE.asp,http://www.caepe.edu.mx,https://www.altillo.com/universidades/mexico/de/sanluispotosi.asp
Centro de Aprendizaje y Superación (CAS),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Aprendizaje_y_Superacion_CAS.asp,http://www.centrodeaprendizajeysuperacion.com.mx/,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Centro de Arte Mexicano,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Centro_de_Arte_Mexicano.asp,http://www.centrodeartemexicano.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
"Centro de Atención, Estudios e Investigación en Ortodoncia",Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Centro_de_Atencion_estudios_e_Investigacion_en_Ortodoncia.asp,,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Centro de Capacitación Cinematográfica (CCC),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Centro_de_Capacitacion_Cinematografica_CCC.asp,http://www.elccc.com.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Centro de Capacitación en Estudios Computacionales Contables y Administrativos Instituto Liverpool,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Centro_de_Capacitacion_en_Estudios_Computacionales_Contables_y_Administrativos_Instituto_Liverpool.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Centro de Capacitación Gastronomita de Jalisco,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Capacitacion_Gastronomica_de_Jalisco.asp,,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Centro de Ciencias para la Familia Loma,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Centro_de_Ciencias_para_la_Familia_Loma.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=131,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Centro de Comercio Global del Noroeste,Sonora,https://www.altillo.com/universidades/mexico/de/sonora/Centro_de_Comercio_Global_del_Noroeste.asp,,https://www.altillo.com/universidades/mexico/de/sonora.asp
Centro de Computación de Chilapa,Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Centro_de_Computacion_de_Chilapa.asp,,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Centro de Computación Ipdata,Guerrero,https://www.altillo.com/universidades/mexico/de/guerrero/Centro_de_Computacion_Ipdata.asp,,https://www.altillo.com/universidades/mexico/de/guerrero.asp
Centro de Crecimiento Humanista,Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Centro_de_Crecimiento_Humanista.asp,,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Centro de Crecimiento Personal y Familiar,Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Centro_de_Crecimiento_Personal_y_Familiar.asp,http://www.centrodecrecimiento.com,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Centro de Desarrollo Humano y Familiar,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_desarrollo_Humano_y_Familiar.asp,,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Centro de desarrollo Humano y Psicoterapia Gestalt,Oaxaca,https://www.altillo.com/universidades/mexico/de/oaxaca/Centro_de_desarrollo_Humano_y_Psicoterapia_Gestalt.asp,http://www.gestaltoaxaca.com,https://www.altillo.com/universidades/mexico/de/oaxaca.asp
Centro de Diseño de Modas de Guadalajara,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Diseno_de_Modas_de_Guadalajara.asp,https://www.cdm.mx/,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Centro de Educacion y Atencion En la Salud y la Sexualidad (Montenegro),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Educacion_y_Atencion_En_la_Salud_y_la_Sexualidad_(Montenegro).asp,http://www.ceass.galeon.com,https://www.altillo.com/universidades/mexico/de/municipio_jal_guadalajara.asp
Centro de Educación Abierta,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Centro_de_Educacion_Abierta.asp,http://www.ceauniversidad.com,https://www.altillo.com/universidades/mexico/de/puebla.asp
Centro de Educación Abierta,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Centro_de_Educacion_Abierta_Plantel_Zacatlan.asp,http://www.ceauniversidad.com,https://www.altillo.com/universidades/mexico/de/puebla.asp
Centro de Educación Continua,Bajacalifornia,https://www.altillo.com/universidades/mexico/Centro_de_Educacion_Continua_Tijuana.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=1353,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
Centro de Educación Continua,Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Centro_de_Educacion_Continua.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2891,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Centro de Educación Continua (CEC),Tlaxcala,https://www.altillo.com/universidades/mexico/Centro_de_Educacion_Continua_CEC.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=3435,https://www.altillo.com/universidades/mexico/de/tlaxcala.asp
Centro de Educación Continua (CEC),Sonora,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Educacion_Continua_CEC.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=3433,https://www.altillo.com/universidades/mexico/de/sonora.asp
Centro de Educación Continua (CEC) Unidad Culiacán,Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Centro_de_Educacion_Continua_CEC_Unidad_Culiacan.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2889,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Centro de Educación Continua (CEC) Unidad Reynosa,Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Centro_de_Educacion_Continua_CEC_Unidad_Reynosa.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=3432,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Centro de Educación Continua Unidad Mazatlán,Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Centro_de_Educacion_Continua_Unidad_Mazatlan.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2892,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Centro de Educación Continua Unidad Morelia,Michoacan,https://www.altillo.com/universidades/mexico/de/estadodemexico/Centro_de_Educacion_Continua_Unidad_Morelia.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=1424,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Centro de Educación Náutica de Campeche (CENC),Campeche,https://www.altillo.com/universidades/mexico/Centro_de_Educacion_Nautica_de_Campeche_CENC.asp,https://www.fidena.gob.mx/cursos_cenc.php,https://www.altillo.com/universidades/mexico/de/campeche.asp
Centro de Educación y Atención en la Salud y la Sexualidad,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Educacion_y_Atencion_en_la_Salud_y_la_Sexualidad.asp,https://ceassjalisco.com,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Centro de Educación y Atención En la Salud y la Sexualidad (Gonzalez Luna),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Educacion_y_Atencion_En_la_Salud_y_la_Sexualidad_(Gonzalez_Luna).asp,,https://www.altillo.com/universidades/mexico/de/municipio_jal_guadalajara.asp
Centro de Enseñanza Integral de Cosmetología y Estética,Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Centro_de_ensenAnza_Integral_de_Cosmetologia_y_Estetica.asp,http://www.institutokireispa.com,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Centro de Enseñanza Lania (CEL),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Centro_de_enseñanza_lania.asp,,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Centro de Enseñanza Superior en Diseño de Modas,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Centro_de_EnsenAnza_Superior_En_DisenO_de_Modas.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Centro de Enseñanza Técnica Industrial (CETI),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Ensenanza_Tecnica_Industrial_CETI.asp,https://www.colomos.ceti.mx/#myCarousel,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Centro de Enseñanza Técnica y Superior (CETYS),Bajacalifornia,https://www.altillo.com/universidades/mexico/Centro_de_Ensenanza_Tecnica_y_Superior.asp,https://www.cetys.mx/,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
Centro de Especialidades en desarrollo y Educacion,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Centro_de_Especialidades_en_desarrollo_y_Educacion_Plantel.asp,http://www.cedeposgrado.org/index.php/es/,https://www.altillo.com/universidades/mexico/de/municipio_chihua_chihuahua.asp
Centro de Especialidades en Desarrollo y Educación,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Centro_de_Especialidades_en_desarrollo_y_Educacion.asp,http://www.cedeposgrado.org/index.php/es/,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Centro de Especialidades y Estudios Superiores Odontológicos de Veracruz (CEYESOV),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Centro_de_especialidades_Y_estudios_Superiores_Odontologicos_de_Veracruz_CEYESOV.asp,http://www.ceyesov.com,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Centro de Especialización Judicial,Tabasco,https://www.altillo.com/universidades/mexico/de/tabasco/Centro_de_especializacion_Judicial.asp,,https://www.altillo.com/universidades/mexico/de/tabasco.asp
