universidad,estado_fuente,url_altillo,url_oficial,pagina_fuente
Universidad de Matehuala (UM),Sanluispotosi,https://www.altillo.com/universidades/mexico/de/sanluispotosi/Universidad_de_Matehuala_UM.asp,http://www.unimatehuala.edu.mx,https://www.altillo.com/universidades/mexico/de/sanluispotosi.asp
Universidad de Matehuala (UM),Sanluispotosi,https://www.altillo.com/universidades/mexico/de/sanluispotosi/Universidad_de_Matehuala_UM_salinas.asp,http://www.unimatehuala.edu.mx,https://www.altillo.com/universidades/mexico/de/sanluispotosi.asp
Universidad de Medios Audiovisuales,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Centro_de_Arte_Audiovisual_CAAV.asp,http://www.caav.mx,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Universidad de Montemorelos (UM),Nuevoleon,https://www.altillo.com/universidades/mexico/Universidad_de_Montemorelos.asp,https://www.um.edu.mx/,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Universidad de Montemorelos (UM),Tabasco,https://www.altillo.com/universidades/mexico/de/tabasco/Universidad_de_Montemorelos_UM.asp,,https://www.altillo.com/universidades/mexico/de/tabasco.asp
Universidad de Monterrey (UDEM),Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Universidad_de_Monterrey.asp,https://www.udem.edu.mx/es,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Universidad de Morelia,Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/Universidad_de_Morelia.asp,https://udemorelia.edu.mx/,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Universidad de México Milenio,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Universidad_de_Mexico_Milenio.asp,,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Universidad de México Siglo XXI (UNISO),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Universidad_de_Mexico_Siglo_XXI_UNISO.asp,http://www.uniso.edu.mx,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Universidad de Música Pacelli,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Musica_Pacelli.asp,http://universidaddemusicapacelli.com.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Navojoa (UNAV),Sonora,https://www.altillo.com/universidades/mexico/de/sonora/Universidad_de_Navojoa_UNAV.asp,,https://www.altillo.com/universidades/mexico/de/sonora.asp
Universidad de Negocios ISEC,Distritofederal,https://www.altillo.com/universidades/mexico/Universidad_de_Negocios_ISEC.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad de Norteamérica (UN),Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Universidad_de_Norteamerica_UN.asp,http://www.un.mx/,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Universidad de Nuevo León Emiliano Zapata (UNEZ),Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Universidad_de_Nuevo_Leon_Emiliano_Zapata_UNEZ.asp,http://www.unez.mx,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Universidad de Occidente (UDO),Sinaloa,https://www.altillo.com/universidades/mexico/Universidad_de_Occidente.asp,http://www.udo.mx,https://www.altillo.com/universidades/mexico/de/municipio_sinaloa_guasave.asp
Universidad de Oriente,Quintanaroo,https://www.altillo.com/universidades/mexico/de/quintanaroo/Universidad_de_Oriente_Quintana_Roo.asp,https://cancun.uo.edu.mx/inicio,https://www.altillo.com/universidades/mexico/de/quintanaroo.asp
Universidad de Oriente (UNO),Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Universidad_de_Oriente_UNO.asp,http://www.uno.edu.mx/,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Universidad de Oriente (UO),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_de_Oriente.asp,http://www.coatzacoalcos.uo.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad de Oriente (UO),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_de_Oriente_UO_Poza_Rica.asp,http://www.soylideruo.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad de Oriente (UO),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_de_Oriente_Veracruz_UO.asp,http://www.veracruz.uo.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad de Oriente Cancún,Quintanaroo,https://www.altillo.com/universidades/mexico/de/quintanaroo/Universidad_de_Oriente_Cancun.asp,http://www.cancun.uo.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_qroo_benitojuarez.asp
Universidad de Oriente Puebla (UO),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Oriente_Puebla_UO.asp,http://www.uo.edu.mx,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Periodismo y Arte en Radio y Televisión (PART),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Universidad_de_Periodismo_y_Arte_en_Radio_y_Television_PART.asp,http://www.part.com.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad de Puebla,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Puebla.asp,http://www.upaep.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Puebla,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Puebla_Plantel_Huauchinango.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Puebla,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Puebla_Plantel_Izucar_de_Matamoros.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Puebla,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Puebla_Plantel_Tehuacan.asp,http://www.buap.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Puebla,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Puebla_Plantel_Tlatlauquitepec.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Puebla,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Puebla_Plantel_Zacatlan.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Puebla (UNIPUEBLA),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_de_Puebla_UNIPUEBLA.asp,http://unipuebla.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad de Relaciones y Estudios Internacionales (UREI),Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_de_Relaciones_y_Estudios_Internacionales_UREI.asp,https://urei.edu.mx,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Universidad de Reynosa,Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_de_Reynosa.asp,,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Universidad de Sahagún,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Universidad_de_Sahagun.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad de San Marcos,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Universidad_San_Marcos_SanCristobal.asp,http://www.unmsm.edu.pe/,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Universidad de San Miguel (USM),Sinaloa,https://www.altillo.com/universidades/mexico/Universidad_de_San_Miguel.asp,http://www.usm.edu.mx/,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Universidad de Sonora (USON),Sonora,https://www.altillo.com/universidades/mexico/Universidad_de_Sonora.asp,https://www.unison.mx/,https://www.altillo.com/universidades/mexico/de/sonora.asp
Universidad de Sotavento (US),Tabasco,https://www.altillo.com/universidades/mexico/de/tabasco/Universidad_de_Sotavento.asp,http://www.us.edu.mx,https://www.altillo.com/universidades/mexico/de/tabasco.asp
Universidad de Sotavento (US),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_de_Sotavento_US_Orizaba.asp,http://www.us.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad de Sotavento (US),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_de_Sotavento_US_Vera.asp,http://www.us.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad de Tijuana,Bajacalifornia,https://www.altillo.com/universidades/mexico/de/bajacalifornia/Universidad_de_Tijuana.asp,https://udetijuana.edu.mx/,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
Universidad de Tolosa de Zacatecas,Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Universidad_de_Tolosa_de_Zacatecas.asp,,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Universidad de Turismo y Ciencias Administrativas (UTAC),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Universidad_de_Turismo_y_Ciencias_Administrativas_UTAC.asp,http://www.eph-utca.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad de Valladolid Yucatán (UVY),Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Universidad_de_Valladolid_Yucatan_UVY.asp,https://www.uvy.edu.mx/,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Universidad de Xalapa (UX),Veracruz,https://www.altillo.com/universidades/mexico/Universidad_de_Xalapa.asp,http://www.ux.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad de Zamora,Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/Universidad_de_Zamora.asp,https://universidaddezamora.edu.mx,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Universidad del Alica,Nayarit,https://www.altillo.com/universidades/mexico/de/nayarit/Universidad_del_Alica.asp,http://www.universidaddelalica.edu.mx,https://www.altillo.com/universidades/mexico/de/nayarit.asp
Universidad del Altiplano,Tlaxcala,https://www.altillo.com/universidades/mexico/de/tlaxcala/Universidad_del_Altiplano.asp,https://universidaddelaltiplano.com/uda/,https://www.altillo.com/universidades/mexico/de/tlaxcala.asp
Universidad del Arte (UNARTE),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_del_Arte_UNARTE.asp,http://www.unarte.edu.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad del Atlántico (UDA),Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_del_Atlantico_UDA_Matamoros.asp,http://www.uda.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_tama_matamoros.asp
Universidad del Atlántico (UDA),Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_del_Atlantico_UDA_Reynosa.asp,http://www.uda.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_tama_reynosa.asp
Universidad del Atlántico (UDA),Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_del_Atlantico_UDA_Tamaulipas.asp,https://uda.edu.mx,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Universidad del Caribe (UNICARIBE),Quintanaroo,https://www.altillo.com/universidades/mexico/Universidad_del_Caribe.asp,https://www.unicaribe.mx,https://www.altillo.com/universidades/mexico/de/quintanaroo.asp
Universidad del Centro de México (UCEM),Sanluispotosi,https://www.altillo.com/universidades/mexico/de/sanluispotosi/Universidad_del_Centro_de_Mexico_UCEM.asp,http://www.ucem.edu.mx/,https://www.altillo.com/universidades/mexico/de/sanluispotosi.asp
Universidad del Centro de Veracruz,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Centro_de_Veracruz.asp,,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Claustro de Sor Juana (UCSJ),Distritofederal,https://www.altillo.com/universidades/mexico/Universidad_del_Claustro_de_Sor_Juana.asp,http://www.ucsj.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad del Desarrollo del Estado de Puebla (UNIDES),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_del_Desarrollo_del_Estado_de_Puebla_UNIDES.asp,http://www.unides.edu.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad del Desarrollo Empresarial y Pedagógico,Distritofederal,https://www.altillo.com/universidades/mexico/Universidad_del_Desarrollo_Empresarial_y_Pedagogico.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad del Desarrollo Profesional (UNIDEP),Aguascalientes,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP.asp,https://unidep.mx/,https://www.altillo.com/universidades/mexico/de/aguascalientes.asp
Universidad del Desarrollo Profesional (UNIDEP),Bajacalifornia,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Baja_California.asp,https://unidep.mx/,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
Universidad del Desarrollo Profesional (UNIDEP),Bajacaliforniasur,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Baja_California_Sur.asp,https://unidep.mx/oferta-educativa/campus-la-paz/,https://www.altillo.com/universidades/mexico/de/bajacaliforniasur.asp
Universidad del Desarrollo Profesional (UNIDEP),Campeche,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Campeche.asp,https://unidep.mx/,https://www.altillo.com/universidades/mexico/de/campeche.asp
Universidad del Desarrollo Profesional (UNIDEP),Chihuahua,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Chihuahua.asp,https://unidep.mx/,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Universidad del Desarrollo Profesional (UNIDEP),Coahuila,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Coahuila.asp,https://unidep.mx/,https://www.altillo.com/universidades/mexico/de/coahuila.asp
Universidad del Desarrollo Profesional (UNIDEP),Michoacan,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Michoacan.asp,https://unidep.mx/sede-lazaro-cardenas,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Universidad del Desarrollo Profesional (UNIDEP),Sinaloa,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Sinaloa.asp,https://unidep.mx/,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Universidad del Desarrollo Profesional (UNIDEP),Sonora,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Sonora.asp,https://unidep.mx/,https://www.altillo.com/universidades/mexico/de/sonora.asp
Universidad del Desarrollo Profesional (UNIDEP),Tamaulipas,https://www.altillo.com/universidades/mexico/de/aguascalientes/Universidad_del_Desarrollo_Profesional_UNIDEP_Tamaulipas.asp,https://unidep.mx/,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Universidad del Desarrollo Profesional (UNIDEP),Bajacaliforniasur,https://www.altillo.com/universidades/mexico/de/bajacaliforniasur/Universidad_del_Desarrollo_Profesional_UNIDEPbajacaliforniasur.asp,http://www.unidep.mx/,https://www.altillo.com/universidades/mexico/de/municipio_bcs_loscabos.asp
Universidad del Desarrollo Profesional (UNIDEP),Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Universidad_del_Desarrollo_Profesional_UNIDEP.asp,http://www.unidep.mx/,https://www.altillo.com/universidades/mexico/de/queretaro.asp
Universidad del Desarrollo Profesional (UNIDEP),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Universidad_del_desarrollo_Profesional_Unidep_Campus_Culiacan.asp,http://unidep.mx/,https://www.altillo.com/universidades/mexico/de/municipio_sinaloa_culiacan.asp
Universidad del Desarrollo Profesional (UNIDEP),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Universidad_del_desarrollo_Profesional_Unidep_Campus_Los_Mochis.asp,http://unidep.mx/,https://www.altillo.com/universidades/mexico/de/municipio_sinaloa_losmochis.asp
Universidad del Desarrollo Profesional (UNIDEP),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Universidad_del_desarrollo_Profesional_Unidep_Campus_Mazatlan.asp,http://unidep.mx/,https://www.altillo.com/universidades/mexico/de/municipio_sin_mazatlan.asp
Universidad del Desarrollo Profesional (UNIDEP),Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Universidad_del_Desarrollo_Profesional_UNIDEP_Zacatecas.asp,https://unidep.mx/oferta-educativa/campus-zacatecas/,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Universidad del desarrollo Profesional Teocaltiche (UNIDEP),Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Universidad_del_desarrollo_Profesional_Teocaltiche_UNIDEP.asp,http://unidep.mx/,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Universidad del Distrito Federal (UDF),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Universidad_del_Distrito_Federal_UDF.asp,http://www.udf.edu.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad del Ejercito y Fuerza Aérea,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Universidad_del_Ejercito_y_Fuerza_Aerea.asp,http://www.sedena.gob.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad del Fútbol y Ciencias del Deporte (UFCD),Hidalgo,https://www.altillo.com/universidades/mexico/de/hidalgo/Universidad_del_Futbol_y_Ciencias_del_Deporte_UFCD.asp,https://www.ufdvirtual.mx/,https://www.altillo.com/universidades/mexico/de/hidalgo.asp
Universidad del Golfo,Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_del_Golfo.asp,https://unigolfo.edu.mx/,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Universidad del Golfo de California,Bajacaliforniasur,https://www.altillo.com/universidades/mexico/de/bajacaliforniasur/Universidad_del_Golfo_de_California_Baja_California_Sur.asp,https://ugc.mx,https://www.altillo.com/universidades/mexico/de/bajacaliforniasur.asp
Universidad del Golfo de California,Bajacaliforniasur,https://www.altillo.com/universidades/mexico/de/bajacaliforniasur/Universidad_del_Golfo_de_California_UGC.asp,http://www.ugc.mx,https://www.altillo.com/universidades/mexico/de/municipio_bcs_loscabos.asp
Universidad del Golfo de Mexico (UGM),Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Universidad_del_Golfo_de_Mexico_UGM.asp,https://ugm.mx,https://www.altillo.com/universidades/mexico/de/municipio_queretaro_corregidora.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_Acayucan.asp,http://www.ugm.mx/wp/acayucan,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_Coatzacoalcos.asp,http://www.ugm.mx/wp/coatzacoalcos/maestria-y-licenciatura,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_Cordoba.asp,http://www.ugm.edu/Cordoba/instalaciones.html,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_Cosamaloapan.asp,http://www.ugm.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_Coscomatepec.asp,http://www.ugm.edu/Coscomatepec/coscomatepec.html,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_Minatitlan.asp,http://www.ugm.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_TierraBlanca.asp,http://www.ugm.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_tuxpan.asp,http://www.ugm.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de Mexico (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_xalapa.asp,http://www.ugm.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de México (UGM),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_del_Golfo_de_Mexico_UGM.asp,http://www.ugm.edu.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad del Golfo de México (UGM),Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Universidad_del_Golfo_de_Mexico_UGM_Queretaro.asp,https://ugm.mx,https://www.altillo.com/universidades/mexico/de/queretaro.asp
Universidad Del Golfo De México (UGM),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Universidad_del_Golfo_de_Mexico_UGM.asp,https://ugm.mx,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Universidad del Golfo de México (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_MartinezdelaTorre.asp,http://www.ugm.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de México (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_Orizaba.asp,http://www.ugm.edu.mx/,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de México (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_Poza.asp,http://www.ugm.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de México (UGM),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Universidad_del_Golfo_de_Mexico_UGM_tuxla.asp,http://www.ugm.edu.mx/,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Universidad del Golfo de México Norte,Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Universidad_del_Golfo_de_Mexico_Norte_Culiacan.asp,http://www.ugm.edu.mx/,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Universidad del Istmo (UNISTMO),Oaxaca,https://www.altillo.com/universidades/mexico/de/oaxaca/Universidad_del_Istmo_UNISTMO.asp,http://www.unistmo.edu.mx/,https://www.altillo.com/universidades/mexico/de/oaxaca.asp
Universidad del Mar (UMAR),Oaxaca,https://www.altillo.com/universidades/mexico/Universidad_del_Mar.asp,https://www.umar.mx/web/nuestra_universidad,https://www.altillo.com/universidades/mexico/de/oaxaca.asp
Universidad del Mayab,Yucatan,https://www.altillo.com/universidades/mexico/Universidad_del_Mayab.asp,http://www.unimayab.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_yucatan_merida.asp
Universidad del Mayab,Campeche,https://www.altillo.com/universidades/mexico/de/campeche/Universidad_del_Mayab.asp,http://www.anahuacmayab.mx,https://www.altillo.com/universidades/mexico/de/municipio_cam_campeche.asp
Universidad del México Contemporáneo (UNIMEC),Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Universidad_del_Mexico_Contemporaneo_UNIMEC.asp,http://www.unimec.com.mx,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Universidad del Noreste (UNE),Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_del_Noreste_UNE.asp,http://www.une.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_tama_tampico.asp
Universidad del Noreste (UNE),Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_del_Noreste_UNE_Matamoros.asp,http://www.une.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_tama_matamoros.asp
Universidad del Noreste (UNE),Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Universidad_del_Noreste_UNE_Tamaulipas.asp,http://www.une.edu.mx,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Universidad del Noroeste,Sonora,https://www.altillo.com/universidades/mexico/de/sonora/Universidad_del_Noroeste.asp,,https://www.altillo.com/universidades/mexico/de/sonora.asp
Universidad del Norte (UN),Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Universidad_del_Norte_UN.asp,https://www.un.edu.mx,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Universidad del Nuevo México,Hidalgo,https://www.altillo.com/universidades/mexico/de/hidalgo/Universidad_del_Nuevo_Mexico.asp,https://www.unuevomexico.edu.mx/,https://www.altillo.com/universidades/mexico/de/hidalgo.asp
Universidad Del Pacifico Norte (UNIP),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Universidad_del_Pacifico_Norte_UNIP.asp,http://www.unip.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_sin_mazatlan.asp
Universidad Del Pacifico Norte (UNIP),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Universidad_del_Pacifico_Norte_UNIP_Sinaloa.asp,https://www.unip.edu.mx/,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Universidad Del Pacifico Norte (UNIP),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/Universidad_del_PacÍFico_Norte_UNIP_Culiacan.asp,http://www.unip.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_sinaloa_culiacan.asp
Universidad del Pacífico de Chiapas (UPACH),Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Universidad_del_Pacifico_de_Chiapas_UPACH.asp,https://upach-eca.edu.mx,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Universidad del Papaloapan (UNPA),Oaxaca,https://www.altillo.com/universidades/mexico/de/oaxaca/Universidad_del_Papaloapan_UNPA.asp,https://www.unpa.edu.mx,https://www.altillo.com/universidades/mexico/de/oaxaca.asp
Universidad del Pedregal,Distritofederal,https://www.altillo.com/universidades/mexico/Universidad_del_Pedregal.asp,http://universidaddelpedregal.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Universidad del Real,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Universidad_del_Real.asp,http://www.unidelreal.mx,https://www.altillo.com/universidades/mexico/de/puebla.asp
Universidad del Soconusco,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Universidad_del_Soconusco_Chiapas.asp,https://cucs.edu.mx,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Universidad del Sol (UNISOL),Morelos,https://www.altillo.com/universidades/mexico/de/morelos/Universidad_del_Sol_UNISOL.asp,http://www.unisol.edu.mx/,https://www.altillo.com/universidades/mexico/de/morelos.asp
Universidad del Sur,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Universidad_del_Sur.asp,http://www.universidaddelsur.edu.mx,https://www.altillo.com/universidades/mexico/de/municipio_chiapas_tuxtla.asp
Universidad del Sur,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Universidad_del_Sur_Tuxtla.asp,https://universidaddelsur.edu.mx/unisur/,https://www.altillo.com/universidades/mexico/de/chiapas.asp
